Comentário
"Pelo teor do texto,percebe-se a inexperiência quotidiana em sala de aula,da autora. É apenas mais uma teórica da educação sem a menor noção do impacto negativo do que escreve. A vida é cheia de provas,stress,competição,desafios. LAMENTÁVEL ESSE ARTIGO."
Por falta de suporte na escola publica nem provas existem. O tal medo que a brilhante educadora deve se referir deve ser em escolas particulares. O temor varia de professor para professor. Nem todos são iguais.
"Acredito que se deve desmistificar o nome propriamente dito “PROVA” e trabalhar o verdadeiro sentido deste nome. Deixar claro que para quase tudo que buscamos no campo profissional e de estudos a seleção (PROVA) se faz necessária e, que não a nada de anormal em realizar esta “tarefa”, pois o maior complicador esta em cada um de nós mesmos.
"
"Conheci um grande homem, um professor. Com pós-doutorado, tinha uma filosofia do saber.Me contou que até os 13 anos não conhecia a energia em sua casa, estudava com candeeiro.Entre a poluição da fuligem do querosene e o pavio, só lhe restada o fogo do aprender. Eu com 39 anos cursando história, conheci uma mestranda que foi sua aluna e ela me contou: As provas dele eram muito difíceis mas ninguém ficava em 2ª chamada. Quando analisava prova e via que podia melhorar, reservava alguns instantes e chamava um por um, apontava o que foi coerente e o que pode ser revisto, então, solicitava ao aluno refazer a resposta e analisar os avanços, só depois apresentar a ele. Sua filosofia era, não estou aqui para reprovar, sim para mediar. Era professor de Filosofia da história, dizia que todos nós somos capazes de apreender cada um com suas diferenças, nós somos desiguais, temos que respeitar isso, não tenho pretensão de nivelamento."
Link
http://m.uol.com.br/
http://noticias.uol.com.br/
http://noticias.uol.com.br/cotidiano/
http://m.economia.uol.com.br/ultimas-noticias/
http://educacao.uol.com.br/
http://m.esporte.uol.com.br/
http://m.esporte.uol.com.br/futebol/clubes/
http://m.esporte.uol.com.br/f1/ultimas-noticias/
http://entretenimento.uol.com.br/
http://televisao.uol.com.br/fazenda-de-verao/
http://entretenimento.uol.com.br/famosos/ranking-da-semana/
http://m.noticias.uol.com.br/ultnot/bichos/ultnot/
http://celebridades.uol.com.br/
http://cinema.uol.com.br/
http://comidasebebidas.uol.com.br/
http://entretenimento.uol.com.br/humor/
http://m.jogos.uol.com.br/
http://m.musica.uol.com.br/ultnot/
http://m.radio.uol.com.br/
http://televisao.uol.com.br/
http://m.viagem.uol.com.br/ultnot/
http://m.sexo.uol.com.br/
http://entretenimento.uol.com.br/noticias/
http://entretenimento.uol.com.br/fotos/
http://mulher.uol.com.br/
http://mulher.uol.com.br/beleza/
http://mulher.uol.com.br/casa-e-decoracao/
http://mulher.uol.com.br/casamento/
http://mulher.uol.com.br/comportamento/
http://m.boaforma.uol.com.br/
http://mulher.uol.com.br/gravidez-e-filhos/
http://wap.uol.com.br/horoscopo/
http://mulher.uol.com.br/moda/
http://noticias.uol.com.br/saude/
http://mulher.uol.com.br/noticias/
http://mulher.uol.com.br/fotos/
http://m.guia.uol.com.br/
http://wap.uol.com.br/servicos/
http://wap.economia.uol.com.br/cotacoes/
http://wap.uol.com.br/horoscopo/
http://wap.noticias.uol.com.br/loterias/
http://wap.bp.uol.com.br/
http://m.uol.com.br/blogs/
http://m.uol.com.br/email.htm
http://jornaldotempo.uol.com.br/wap/iphone/
